#####################################################################################################
# NeXus source file: 0V_00228
# NXdata: name = img{0}_azimuthalIntegration_Px_0                  
#
#
# Exposure_msec                                     500.0 + 0.0
# _diffrn_source.source                             Storage Ring SOLEIL, beamline SWING
# _diffrn_sofware                                   Foxtrot 3.5.10-3979
# _diffrn_detector.detector                         EIGER-4M
# _diffrn_comment.comment                           0V
# _sas_detc.pixnum_ax                               [1035]
# _sas_detc.pixnum_eq                               [1083]
# _sas_detc.pixsize                                 150.0
# _sas_detc.center_ax                               284.2472127246412
# _sas_detc.center_eq                               697.8954865887755
# _sas_detc.dist_spec/detc                          6041.10400611
# _sas_detc.energy                                  16.000151483577387
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.encoder_delta                           0.0
# _sas_detc.delta0                                  0.0
# _sas_detc.gamma_offset                            0.0
# _sas_detc.wave_length                             0.7748938241444641
# _sas_detc.bias                                    0
# _sas_detc.mask                                    D:\PhD Nika\Soleil Runs\April 2025\20250420\2025\Run2\paineau\\mask_hamon_6m_ex_apr25.txt
# Normalization                                     true
# Normalization Factor                              1.0
# Normalization Monitor                             averagemi8b
# Normalization Intensity                           8.61894197591152e-09
# GlobalNormalization                               0.002656891710795144
# AbsTimeStamps                                     nan
# TimeStamps                                        0.8205149173736572
# gapTime                                           1000.0
# step_global_regrid                                nan
# xmax_global_regrid                                nan
# xmin_global_regrid                                nan
# ymax_global_regrid                                nan
# ymin_global_regrid                                nan
#####################################################################################################
q(A-1)                             I(q)0V_00228{00000}_AzInt_Px_0     Sig(q)0V_00228{00000}_AzInt_Px_0   
0.02637437565287708                231.2470008606046                  11.190826726688034                 
0.026575705148819972               181.9022934067093                  9.765026748381237                  
0.026777034607898306               161.2326886769051                  9.232156897334233                  
0.026978364029832835               157.47284318688415                 9.016868770847882                  
0.027179693414344282               174.49701536322507                 9.40824854116978                   
0.02738102276115339                163.926050748788                   9.01019062439291                   
0.027582352069980904               160.17488863583844                 8.912369209198118                  
0.027783681340547556               185.22947300186107                 9.565208855506459                  
0.02798501057257407                179.90489154161455                 9.365474564738538                  
0.0281863397657812                 213.98622364890784                 10.109898781586763                 
0.028387668919889683               205.8215224884656                  9.902592617811186                  
0.028588998034620255               216.15215022638972                 10.078145969879552                 
0.028790327109693648               240.88753803641714                 10.645825728055186                 
0.028991656144830617               256.2731605920127                  10.839199783636602                 
0.029192985139751885               292.9491831562711                  11.588890578424474                 
0.0293943140941782                 322.55287020698324                 12.0796999209663                   
0.0295956430078303                 335.7964074227456                  12.445442876968144                 
0.029796971880428933               369.85764152404994                 13.134029950519787                 
0.02999830071169483                377.77798180358985                 13.232985535344707                 
0.030199629501348732               432.84561589125894                 14.452294459964012                 
0.03040095824911139                433.6435654473545                  14.265825944724222                 
0.030602286954703538               456.734759480634                   14.779589736983294                 
0.030803615617845927               505.48930142344335                 15.48949163259425                  
0.031004944238259287               528.9265560558576                  15.804703800866822                 
0.031206272815664366               499.4379534512181                  15.52427643369876                  
0.031407601349781905               581.7340609162059                  16.648176089313395                 
0.03160892984033266                594.6934193397269                  16.72705927148633                  
0.03181025828703736                609.5492743439354                  17.030768818126507                 
0.03201158668961675                649.9540074905494                  17.508865924442546                 
0.03221291504779158                637.8896984135403                  17.51096690149513                  
0.0324142433612826                 630.8946780566463                  17.164422235360057                 
0.032615571629810554               641.2202639140542                  17.336610411663415                 
0.03281689985309618                677.4046259982971                  17.97645226799733                  
0.03301822803086022                704.7789393134523                  18.30131694224477                  
0.03321955616282343                723.8611402698723                  18.37424082155659                  
0.03342088424870656                689.8939581248476                  17.79519909273133                  
0.03362221228823035                718.6421263588743                  17.849298985151286                 
0.03382354028111555                736.4716961561597                  18.01639254962471                  
0.0340248682270829                 758.3206132686148                  17.978973299181625                 
0.034226196125853155               762.1785017384033                  18.045099028318315                 
0.03442752397714707                800.9274315228645                  18.311995939205442                 
0.03462885178068539                774.7983127537199                  17.941107492035062                 
0.03483017953618885                755.2482874914206                  17.625985591174945                 
0.035031507243378224               800.0293797859244                  17.898152086414783                 
0.03523283490197425                797.2999255337896                  17.96340288690459                  
0.035434162511697676               769.5983299960357                  17.5544579977432                   
0.03563549007226925                754.3709533128914                  17.315572445214734                 
0.03583681758340973                808.9880200789166                  17.708462897286537                 
0.036038145044839875               780.6051769589634                  17.36823723071924                  
0.03623947245628041                767.8375135344916                  17.21678018548093                  
0.03644079981745214                757.8161641833539                  17.130437381268692                 
0.03664212712807574                757.6951164413043                  16.92143927011147                  
0.036843454387872045               754.6496545415197                  16.786579856698673                 
0.03704478159656175                761.3287960527053                  16.819042864532914                 
0.03724610875386564                730.0280563284351                  16.502287093572463                 
0.03744743585950445                707.3820710060429                  16.09349936245041                  
0.03764876291319895                756.4273414010389                  16.601737536149418                 
0.037850089914669885               709.6745476447081                  16.034004886417573                 
0.03805141686363803                692.7796512046576                  15.872583952354423                 
