<X> <Y> <dY>
5.018041792490967e-02 3.234880462382385e-01 4.086282517442429e-03
5.032887308528391e-02 3.348146516995045e-01 4.110708879696760e-03
5.047732817817720e-02 3.475669598962435e-01 4.207450120899697e-03
5.062578320339053e-02 3.515312539295124e-01 4.222769012979242e-03
5.077423816072490e-02 3.627963766094144e-01 4.298643891578038e-03
5.092269304998134e-02 3.864129374529754e-01 4.456864015643289e-03
5.107114787096082e-02 4.089703364977548e-01 4.511373045190360e-03
5.121960262346438e-02 4.248359550789537e-01 4.661215264177020e-03
5.136805730729297e-02 4.417109423988013e-01 4.721549026500494e-03
5.151651192224765e-02 4.549067744752702e-01 4.801277324656014e-03
5.166496646812937e-02 4.730003490209153e-01 4.890868588445154e-03
5.181342094473917e-02 5.007598104834683e-01 5.024711265134556e-03
5.196187535187805e-02 5.284070447973326e-01 5.172017108316184e-03
5.211032968934701e-02 5.330303671566187e-01 5.191963687906424e-03
5.225878395694704e-02 5.578059033073935e-01 5.279261713783197e-03
5.240723815447917e-02 5.818362713461225e-01 5.408044936471889e-03
5.255569228174441e-02 6.006729792949324e-01 5.472889336245360e-03
5.270414633854377e-02 6.144071000664342e-01 5.602677520107338e-03
5.285260032467823e-02 6.440210251806995e-01 5.658458037128438e-03
5.300105423994882e-02 6.357659896555928e-01 5.633310857980339e-03
5.314950808415651e-02 6.557548375439948e-01 5.709776453950077e-03
5.329796185710238e-02 6.668240882093776e-01 5.754902343600511e-03
5.344641555858739e-02 6.873762380368132e-01 5.884044101194823e-03
5.359486918841256e-02 6.918350525346484e-01 5.850208262265406e-03
5.374332274637892e-02 6.986096772720742e-01 5.925956287421805e-03
5.389177623228746e-02 7.104796594047249e-01 5.952161352258937e-03
5.404022964593919e-02 7.186592063187703e-01 5.956648454898635e-03
5.418868298713515e-02 7.096394733511239e-01 5.936794881441496e-03
5.433713625567634e-02 7.127354934237566e-01 5.932052008818596e-03
5.448558945136375e-02 7.207342442759318e-01 5.965247639400202e-03
5.463404257399841e-02 7.218474446075052e-01 6.005602546182500e-03
5.478249562338136e-02 7.141461132552968e-01 5.914570446616099e-03
5.493094859931359e-02 7.109001976877073e-01 5.909821578525734e-03
5.507940150159613e-02 7.115748127476595e-01 5.898131653339747e-03
5.522785433002999e-02 6.940403873165703e-01 5.845081730840982e-03
5.537630708441618e-02 6.857345145291661e-01 5.807140343940551e-03
5.552475976455573e-02 6.624206022589172e-01 5.696358413193862e-03
5.567321237024965e-02 6.617240252774963e-01 5.701763853611707e-03
5.582166490129895e-02 6.507035131671254e-01 5.629209576186499e-03
5.597011735750466e-02 6.295799740868551e-01 5.542498148828619e-03
5.611856973866784e-02 6.191770037218314e-01 5.488476337768933e-03
5.626702204458946e-02 5.992327895593388e-01 5.423198774168715e-03
5.641547427507055e-02 5.843067165034551e-01 5.347351282765505e-03
5.656392642991215e-02 5.756327073909639e-01 5.286821936950395e-03
5.671237850891524e-02 5.445044944844227e-01 5.117062426205597e-03
5.686083051188091e-02 5.250076023798025e-01 5.031893344443403e-03
5.700928243861012e-02 5.130640123110565e-01 5.003419474834449e-03
5.715773428890394e-02 4.858601612431768e-01 4.838323150912746e-03
5.730618606256337e-02 4.690729397053368e-01 4.774789409130476e-03
5.745463775938945e-02 4.445120921185017e-01 4.632345295946099e-03
5.760308937918321e-02 4.237105004896807e-01 4.505264657643501e-03
5.775154092174565e-02 4.011638751101968e-01 4.402815160900342e-03
5.789999238687781e-02 3.769717442428872e-01 4.261812885888559e-03
5.804844377438072e-02 3.618193437765342e-01 4.163245672323323e-03
5.819689508405541e-02 3.425555720762535e-01 4.052847974227032e-03
5.834534631570294e-02 3.216761947403670e-01 3.925508428261089e-03
5.849379746912427e-02 3.112812187494594e-01 3.861562467258874e-03
5.864224854412050e-02 2.965048866759444e-01 3.752625175904259e-03
5.879069954049263e-02 2.753831110737469e-01 3.644343020813868e-03
5.893915045804167e-02 2.529717296017401e-01 3.451469087802119e-03
5.908760129656868e-02 2.445180924541490e-01 3.417577991999003e-03
5.923605205587471e-02 2.312536428833195e-01 3.309369200123331e-03
5.938450273576075e-02 2.261139467121427e-01 3.270836497781100e-03
5.953295333602786e-02 2.082076196055293e-01 3.152129217258103e-03
5.968140385647707e-02 2.101396222680552e-01 3.148711286799067e-03
5.982985429690942e-02 1.958114422076721e-01 3.052482243879183e-03
5.997830465712594e-02 1.888125102541386e-01 2.972043676426379e-03
6.012675493692765e-02 1.839351154073181e-01 2.938920670094180e-03
6.027520513611563e-02 1.789279626037998e-01 2.937590546934883e-03
6.042365525449088e-02 1.720953074436861e-01 2.926553946203551e-03
6.057210529185447e-02 1.714195324694060e-01 2.956388142364502e-03
6.072055524800739e-02 1.696342565644214e-01 2.956090286923070e-03
6.086900512275072e-02 1.731254909825870e-01 3.022441493884813e-03
6.101745491588551e-02 1.732467159852581e-01 3.034749375824081e-03
6.116590462721274e-02 1.719952774469276e-01 3.040000712361884e-03
6.131435425653353e-02 1.730924525530162e-01 3.079663873878792e-03
6.146280380364888e-02 1.794160596880141e-01 3.133695831597320e-03
6.161125326835982e-02 1.788034241865685e-01 3.166771116437490e-03
6.175970265046742e-02 1.935317432189353e-01 3.270816298029962e-03
6.190815194977271e-02 1.932507755280421e-01 3.312762267560448e-03
6.205660116607675e-02 2.041542922624982e-01 3.404936898812680e-03
6.220505029918055e-02 2.125706912044598e-01 3.522841025001343e-03
6.235349934888521e-02 2.153035872531910e-01 3.530990695101000e-03
6.250194831499173e-02 2.201310165088766e-01 3.562102480928600e-03
6.265039719730119e-02 2.267144152831766e-01 3.650989822631200e-03
6.279884599561461e-02 2.431908643029977e-01 3.794765161345770e-03
6.294729470973306e-02 2.463502073640915e-01 3.842193153491287e-03
6.309574333945757e-02 2.612931147638534e-01 3.940485494453475e-03
6.324419188458920e-02 2.714987043221206e-01 3.895683891833586e-03
6.339264034492902e-02 2.807083574648030e-01 3.956779762625667e-03
6.354108872027803e-02 2.807920209209945e-01 3.896883484075742e-03
